ID,Visits,SiteType,Rank,StartTime,EndTime,TimeInterval,ObamaMentions
n179,1020,Media,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n180,88,Politics,2,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n181,3521,Politics,43,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n182,495,Media,19,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n183,301,Media,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n184,1042,Politics,27,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n185,904,Media,24,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n186,568,Media,23,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n187,154,Politics,4,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n188,2210,Media,37,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n189,2256,Media,29,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n190,311,Politics,16,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n192,1052,Politics,30,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n193,560,Media,18,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n194,1796,Politics,34,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n195,1325,Politics,29,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n196,2250,Politics,33,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n197,3579,Media,38,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n198,242,Politics,6,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n199,2699,Politics,41,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n200,636,Politics,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n201,258,Politics,8,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n202,891,Politics,28,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n203,551,Politics,20,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n204,2282,Politics,28,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n205,1526,Media,26,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n206,564,Politics,14,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n207,208,Media,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n208,485,Media,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n209,138,Politics,10,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n210,253,Politics,7,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n211,14283,Media,52,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n212,347,Politics,18,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n213,3314,Media,47,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n214,23696,Media,66,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n215,5961,Media,58,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n216,146,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n222,1229,Media,31,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n223,802,Media,27,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n224,800,Media,25,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n225,957,Politics,33,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n226,134,Politics,2,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n227,836,Media,26,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n228,3509,Media,46,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n230,154,Politics,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n231,480,Politics,23,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n232,154,Media,4,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n233,1469,Media,36,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n234,339,Politics,6,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n235,523,Politics,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n236,915,Media,14,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n238,175,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n239,361,Politics,8,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n240,64,Politics,2,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n241,100,Politics,3,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n242,196,Politics,3,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n243,307,Politics,7,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n244,726,Politics,24,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n245,1258,Media,36,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n246,59,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n247,148,Politics,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n248,556,Politics,17,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n249,713,Politics,24,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n250,699,Politics,23,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n251,15826,Media,59,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n252,2854,Media,39,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n253,664,Media,19,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n254,1591,Media,28,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n255,224,Politics,4,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n256,502,Media,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n257,159,Politics,4,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n258,219,Politics,11,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n259,1365,Politics,29,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n260,280,Politics,7,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n261,324,Politics,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n262,1800,Media,38,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n263,271,Media,11,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n264,177,Politics,8,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n265,2321,Politics,46,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n266,43,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n267,1284,Media,33,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n268,616,Media,19,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n269,550,Politics,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n270,166,Media,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n271,39,Media,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n272,1164,Media,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n273,270,Politics,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n274,1385,Media,21,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n275,555,Politics,14,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n276,84,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n277,226,Politics,5,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n278,1273,Politics,27,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n279,58,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n285,224,Media,7,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n286,140,Politics,3,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n287,283,Politics,7,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n288,411,Politics,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n289,274,Politics,10,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n290,216,Politics,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n291,1757,Politics,39,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n292,62,Media,1,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n293,264,Media,10,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n294,2646,Politics,33,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n295,1284,Politics,26,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n296,849,Media,20,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n297,274,Politics,11,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n298,1396,Politics,30,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n299,282,Media,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n300,138,Politics,6,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n301,259,Politics,3,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n302,2283,Media,43,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n303,694,Politics,24,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n304,1038,Media,29,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n305,583,Media,17,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n306,392,Media,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n307,1926,Media,36,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n308,584,Politics,22,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n309,771,Politics,20,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n310,456,Politics,12,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n311,3346,Media,44,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n312,1942,Media,37,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n313,949,Media,30,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n314,358,Media,14,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n317,224,Politics,8,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n318,297,Politics,9,110,1200,"<[ 110, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n319,308,Politics,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n320,223,Politics,13,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n321,1943,Media,41,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n322,575,Media,22,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n323,364,Politics,15,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n324,434,Politics,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n325,1141,Politics,31,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n326,1143,Media,32,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n327,2244,Politics,47,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n328,118,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n329,359,Politics,13,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n330,49,Politics,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n331,1495,Politics,27,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n332,130,Politics,6,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n333,14856,Media,54,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n334,165,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n335,326,Politics,10,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n336,288,Politics,9,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n337,654,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n338,2581,Politics,38,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n339,76,Media,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n340,208,Politics,5,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n341,260,Politics,5,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n342,866,Politics,24,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n343,167,Politics,3,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n345,1987,Media,30,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n346,210,Media,8,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n347,2253,Media,29,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n350,762,Media,15,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n351,163,Media,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n352,997,Media,23,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n353,655,Media,16,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n354,289,Media,9,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n355,45,Media,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n356,228,Media,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n357,487,Politics,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n358,268,Media,12,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n359,806,Media,19,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n361,717,Politics,23,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n362,232,Politics,7,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n363,507,Politics,20,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n364,128,Politics,2,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n365,183,Politics,4,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n367,1808,Politics,41,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
n368,54,Politics,1,210,1200,"<[ 210, 1200 ]>","< [0, 700, 0); [ 700, 1000, 100); [ 1000, 1100, 0); [ 1100, 1200, 0)>"
